data;label
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
it was denying my application for credit card from chase bank i have saving account and checking account how that was receiving credit card from different bank and the credit company;0
i have settled this debt with chase and they are still reporting it. i have requested them to remove it from my credit reporting and they are not working with me.;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
i was charged {$50.00} overdraft fee for an {$8.00} recurring subscription. i spoke to chase bank as so as i found out about it and they refused to reverse the fee.;0
"i lost all my benefits as well as the unemployment insurance benefits. 
i ca n't pay the accounts of chase card and i could not pay with my unemployment insrance benits.";0
i contacted you on xxxx xxxx, 2012 about the money removed from my chase account. i have made many attempts to get my money returned. all of my attempts have failed.;0
i got denied credit for chase freedom credit card, because they said i had too many accounts open or too many loans and thats inaccurate, somebody must be using my information;0
i never open this xxxx chase jpmorgan chase bank card. it says i opened it on xx/xx/2012 but i never did. i disputed it but it still showing in my credit.;0
i am on the do not call registry and get calls on my cell phone everyday from this nj number which is a chase collection agency. i want them to stop.;0
jp morgan chase bank will not allow me to set the cash advance limit for my credit card at {$0.00}. they lowest they say it can be set at is {$100.00}.;0
i pay my auto loan payments early each month and chase auto finance is charging auto loan interest from date of previous payment rather than interest accrued during monthly biilling period.;0
chase mortgage account # xxxx this account is over 8 years old and chase still report to my credit. please stop reporting this account to my credit report, account too old.;0
i submitted a request to consolidate my xxxx credit cards and lines and chase is unwilling to combine my credit lines. there is no reason why they ca n't do it.;0
chase is reporting xxxx missed payments and charge off on name as authorized user i never put myself on an acct please have them remove from that acct asap thank you;0
i am not able to log into my account online. if i enter a user id it says that it is used, but i can not get access from the system;0
i have been paying my loans and have bank statements as proof of payment. i have not been reimbursed. as per navient company they have not received any payments since xx/xx/2018.;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
called a phone number not linked to my account. my mother called saying chase has been calling her. i never gave chase her number or authorized chase to call that number;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
this account is not mine, i was only authorized user while working for company. payment was not mine furthermore if it was mine it would have been included in my bankruptcy;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
chase has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
i have a chase sapphire reserve credit card through chase bank and they charged me an incorrect cash advance fee as well as transaction fee for a purchase through xxxx.;0
i was looking at my credit for the first first time in 5 years and i found fraudulent accounts on my credit report. i am a victim of identity theft.;0
chase is making a change to its existing policy, forcing arbitration. i believed i was covered under the military lending act but chase said i do not qualify for it.;0
"chase is attempting to foreclose on our family property with a fraudulent assignment, while in the process of trying modify the loan ; which is considered to be dual tracking.";0
statue of limitations and credit reporting limitation for virginia has passed account from xxxx and it's xxxx and limitation passed in xxxx, please remove jp morgan chase from credit bureaus;0
"on xx/xx/2016 i received notification "" chase card '' performed a hardpull of my credit report. i did not authorize this and i have no idea what its related to.";0
i recently opened a business checking account & chase credit card which chase recently approved it & now closed my account for no apparent reason & not disclosure at all;0
good morning, i've filed a dispute in regards to the incorrect items on my credit report, it has been well over 30 days and i haven't received any investigation results.;0
i call to chase and they said that i has to call xxxx, when i call xxxx they said that they not have a chase inquiry in my credit report;0
i use   xxxx   to get extra cash but chase bank does n't show a report of my transactions on time and it 's causing me overdraft;0
i call to chase and they said that i has to call xxxx, when i call xxxx they said that they not have a chase inquiry in my credit report;0
my account had identity theft and chase xxxx closed yhe account and sent it to collections with notifing me of there action or the out come of the identitiy theft;0
chase bank is insisting we take out additional flood insurance at a high rate even though according to the hoa and my insurance company we have more then adequate coverage.;0
information on my credit report is wrong, i sent debt validation on xx/xx/2019 and xx/xx/2019 still havent heard anything yet. and foreclosure is over xxxx old still on my credit.;0
"i been a client of chase bank for the past 7 years and now they are closing my 3 accounts without a justify reason, they said is "" confidential ''.";0
i was looking at my credit for the first first time in 5 years and i found fraudulent accounts on my credit report. i am a victim of identity theft.;0
i was looking at my credit for the first first time in 5 years and i found fraudulent accounts on my credit report. i am a victim of identity theft.;0
the problem is specifically with xxxx a reported account with a balance of {$10.00}, xxxx of jpmorgan that account was disputed at the time and does not belong to us.;0
on xxxx xx/xx/2021 some one applied for credit card under my name without my consent, i do not acknowledge any debt, i want everything to be deleted im a victim.;0
ive paid my credit card bills. half the time i cant even login to my own credit card account. now, my cards usually wont work anywhere. its illegal and stupid.;0
there has been some unauthorized withdrawals from my bank account.i would need to get a new debit card, because someone has my card.the withdrawal was for xxxx twice and xxxx;0
i have advised creditor of a chapter xxxx bankruptcy over a year ago and to please cease contact they still continue to call and threaten legal action is being pursued;0
chase has charged me overdraft fees for transactions that appear from the day before, that does n't show up until the next day, but have yesterday 's date on them.;0
chase placed several erroneous stops and i've had to double pay over {$2000.00}. chase does not credit account. no one speaks to me although xxxx in presidents office is assigned.;0
received notice from chase bank late penalty would include interest rate going to 29.9 % indefinitely. this is xxxx  and especially during a pandemic!! where is the government oversite?!!!;0
i paid of my account last month why there is a balance of {$150.00} i ask the rep she refuse to help she was rude and im willing to help;0
another name is listed on my credit report. there is also a chase account that states it is overdue, but it belongs to this other person on my credit report.;0
xx/xx/2018 i won the aarp daily deal for a walmart gift card for {$10.00} and they wouldnt let me have it. its a bait and switch fraud scam there running!;0
recieved a letter from xxxx xxxx with xxxx xxxx stating that i owe a debt for a bank account with providian national bank which ive never held an account with.;0
chase closed my checking account and my one chase c.c. spent 40 mins. on phone they gave no explanation besides it's within the right to do what they want. bullies.;0
somebody named xxxx xxxx is telling people to not give me a checking account, i did not authorize this xxxx to collect data on me or to report on me;0
my credit report shows a couple past paid off chase mortgage accounts as not being closed. i would like those to be updated to properly reflect the payoffs. thank you.;0
chase caused my credit to be damaged by telling me to not make payments while they modified my loan then when i tried to catchup reported my payments as lates;0
chase bank has contacted me 3 times every day from phone number xxxx for the past week in an attempt to collect debts after being told not to keep calling.;0
jp morgan chase closed my account without telling me anything and i reported fruad on my card and i dont understand why i am being punished for somthing i reported;0
my ex-girlfriend opened a credit card with me as an authorized user, not co-signer, allowed the account to go delinquent and close, and it is now negatively affecting my credit.;0
the lender did not send me any information to explore loss mitigation options. i am requesting a postponement of the auction of 60 days so i can sell my home.;0
i was advised when trying to refinance my house that my last an modification was not explained to me correctly. i was giving a 40 year amortization without my knowledge.;0
xxxx related to case number:xxxx.second request to questions xxxx request documents for verification of sale to xxxx xxxx xxxx with purchase amount includes regristry of deed on property listed above;0
why are banks allowed to process debits from largest amount to smallest, thus collecting more in overdraft fees? my bank chase xxxx uses this practice to collect added insufficient fees!;0
chase is reporting foreclosure on my credit report as well as reporting late payments after it was paid off. my house did not foreclose. this needs to be fixed immediately.;0
when l checked my xxxx credit report, l noticed that an unknown hard inquiry was made by chase card on xx/xx/2016 which l have no idea about it at all.;0
when l checked my xxxx credit report, l noticed that an unknown hard inquiry was made by chase card on xx/xx/2016 which l have no idea about it at all.;0
chase bank usa is reporting an incorrect balance on my credit reports. chase sold the account and the account was paid as agreed and should currently reflect a {$0.00} balance.;0
senior chase employee contacted me to remove inquiries from credit report ( xx/xx/2018 and xx/xx/2018 ). it was only removed from only one of the major bureaus ( xxxx ).;0
for the second time within 3 months i have received 2 unauthorized credit inquiries for credit cards, which i an unaware of. the most recent being xx/xx/xxxx, xxxx xxxxchase bank.;0
xxxx xxxx a sofa, love seat, table and chairs and was never delivered. debit card charged {$2400.00}. bank says visa denied claim, we have no furniture and no money.;0
i have a credit card with case. recently they have been an inaccurate late payment fee listed on my account that has caused my credit score to drop significantly.;0
chase is charging me interest of {$25.00} after card was paid in full prior to the due date. this is a total scam and it needs to be credited!;0
recieved a late fee charge of 100 % on an overdue bill of {$23.00} on the first day overdue. the card was though amazon and the bank is chase.;0
i dispute all the information contained in summary file disclosure, consumer id : xxxx prepared on xx/xx/2017. i request to receive a comprehensive report of all updated verifiable information.;0
i have filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i haven't received any investigation results.;0
i have filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i haven't received any investigation results.;0
i have filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i havent received any investigation results.;0
there are several unauthorized inquires on my credit report with jpmcb on xx/xx/2020, xx/xx/2020, xx/xx/2020, xx/xx/2020. i also have file an identity theft report with the federal trade commission;0
on xx/xx/2021, chase credit card services reported my account as 30 days late in which my payments are not scheduled to be paid until the xxxx of each month.;0
on xx/xx/2018 i sent a letter requesting to verify this debt that's supposedly owed. this company has yet sent me any information regarding my request to verify this debt.;0
"chase closed all m y credit cards and checking accounts without notice. when asked about the reason, none was given except the answer of "" due to compliance ''.";0
the {$100.00} transaction all 3 was denied on xx/xx/2020 by chase atm at xxxx xxxx xxxx xxxx ny. but my bank debit my account. i have receipts transaction denied.;0
i filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i have not received any investigation results.;0
i received a debit card in the mail. i called chase and they flagged the account as fraud and closed it. i don't even have an account with chase.;0
i have filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i haven`t received any investigation results.;0
i had an unpaid balance of {$1100.00} and was charged {$110.00} in interest in 1 month. my interest rate is 16.74 % and i should have been charged {$15.00}.;0
please update all credit bureaus for auto loan with chase, reverse all late fees and update all bureaus to reflect paying as agreed never late new balance xxxx {$18000.00}.;0
i have filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i havent received any investigation results.;0
i'm the owner of xxxx xxxx xxxx and i put in the incorrect original tax id and i've tried to update it but with the covid, nobody is helping.;0
i purchased a flight through chase travel last year, canceled it in xxxx. i have still not been issued a refund and have been sending emails for several months.;0
i went to a car dealership. they applied loans for me to many banks and credit unions without my authorization. so, i got unauthorized inquiries on my credit reports;0
i was given a loan modification xx/xx/2015 and my mortgage payment was never lowered. my financial circumstances have changed drastically and i reapplied and was denied. no reason given.;0
chase reported that my chase auto account is delinquent. it is current paid on time as agreed. they reported that my balance is {$28000.00}. my balance is really {$10000.00}.;0
i have filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i havent received any investigation results.;0
xxxx  i have a debt from chase bank saying i owe chase almost 17k or 18 k in payments for a credit card that never belong to me;0
chase bank has crammed xxxx insufficient charges to my checking account. chase has scammed many other people. i wrote a letter and will mail it to you this week.;0
jpmorgan chase  attempted to contact me regarding a credit card debt collection on another person 's phone number, without permission or my providing that person 's phone number.;0
"chase is refusing to give me a copy of the appraisal. 

loan : xxxx xxxx i want a copy of the appraisal. they are violating the appraisal disclosure notice.";0
i have filed a dispute in regards to incorrect items on my xx/xx/xxxx credit report. it has been well over 30 days and i haven't received any investigation results.;0
i have filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i haven't received any investigation results.;0
unauthorized and unrecognized transactions appear on my chase credit card. phone calls with customer service representatives and attempts to use online fraud reporting tool have not resolved disputed transactions.;0
"chase bank took my {$1000.00} from xxxx xxxx then froze all my accounts and funds while they "" verified '' that they already stole my money. absolute thieving xxxx.";0
starting in xxxx 2017 until xxxx 2017 i have had serveral unauthorized charges on my chase checking account. chase bank has denied refunds for most of these unauthorized charges.;0
chase credit card has reported inquiries on my xxxx credit report on xx/xx/xxxx, xx/xx/xxxx, xx/xx/xxxx, xx/xx/xxxx and i haven't applied for credit with chase card. these inquires are unauthorized.;0
xxxx xxxx called me at xxxx pst. calling about my second mortgage. i am one month ahead in paying my bill and been harassed before by xxxx at xxxx.;0
overcharged by credit card issuer- chase bank , credits improperly posted as a debit rather than credits. spent over 8 hours on the phone. the bank owes me money.;0
i went to 4 different chase bank locations and none of them have the xxxx logos posted on their atm machines and no network logos were presented on screen.;0
i submitted an application for a credit card and received a declination letter. the credit score that chase bank used was different from the one from xxxx credit report.;0
i sent payment via mail last thursday. this is plenty of time and before payment was due. i am now being charged a late fee. i need this corrected.;0
i deposited my state of california treasury check from work and the bank will not release the funds and restricted the debit card from use for no apparent reason.;0
xxxx turned into xxxx dollars and then down to this amount an then that amount, a class action against xxxx xxxx was completed 4 years ago. it was discharged.;0
i would like chase to agree to lowering my interest rate. because my work hours have been reduced. i would help me to be able to make timely payments.;0
requested credit report from xxxx on xxxx/xxxx/15 found that chase was reporting negatively on my report as of xxxx/xxxx/15. i am attaching a copy of documentation reflecting timely payments;0
i was recently charge {$75.00} fee on my checking account at chase, because of a questionable tax debt owned to the state of indiana by a debt collection agency;0
on sunday xx/xx/xxxx i opened an envelope to find an amazon.com chase visa credit card. a card for which i never applied for, never authorized nor did i want.;0
i paid off my car loan with chase bank and it reported it as account closed and my credit scores have gone down. i need this to be corrected.;0
"on xx/xx/2018, jp morgan chase closed all my 4 credit cards account without notices, with no reason. 
and chase also closed my checking account with no reason, no notices.";0
i paid off my mortgage 4 weeks ago on xxxx/xxxx/15 and still have not received my principal payment overage and escrow reimbursement. the total amount owed is approximately {$4000.00}.;0
xxxx xxxx, 2015 i sent a validation letter. i have not heard back from them nor have they noted on my credit report that i am disputing these charges.;0
chase card made a hard inquire on my credit report that i didnt consent to and also i have wrote letters to them and they have failed to respond;0
"it shows that my chase card account is open and derogatory, but this is incorrect. this account was included in my bankruptcy and should be closed. 
thanks, xxxx xxxx";0
xxxx chase mortgages have been resolved since 2009. they are currently reporting negatively 7 years later, the accounts have been paid and i am no longer responsible either accounts.;0
when l checked my xxxx credit report, l noticed that an unknown hard inquiry was made by chase on xx/xx/2016 which l have no idea about it at all.;0
see attachment for specific details : unauthorized charges, incorrect billing/credit to accounts, constant run around and neglect to resolve issue in reasonable time on chases 's  part.;0
trying to refinance my loan to lower rate with j p m chase already have existing loan, they have gone from {$7.00} to closing the loan to {$10000.00};0
restore my dispute page/do not lock me out/respond to mysecure messages/refund me all those late fees and reversal payment fees and stop controlling how i make my payments.;0
chase bank is not sending information to my  xxxx  account in a timely manner. i was notcified of this  xxxx / xxxx /  xxxx;0
the account ending in xxxx with chase was fraudulently opened. it does not belong to me i would like for them to delete it off my credit report.;0
my old mortgage with chase is still showing delinquent as it shouldnt, that account has been closed and dealt with. i would like it removed from my report.;0
all of my autopay from my credit card were cancelled without prior notification while i was still waiting from the agent at the bank to resolve my case.;0
unable to open new account for ssi beneficiary xx/xx/2020. literally all branches in zip xxxx were closed to branch traffic. this violates federal banking regulations that protect consumers;0
i have filed a dispute in regards to incorrect items on my credit report. it has been well over 30 days and i haven't received any investigation results.;0
i made my cc payment from my online checking account they rejected both payments and then reported me late to the credit agencies and then cancelled my card;0
chase bank has given me xxxx funds and california state controller stated my chase fund was deposited onto xxxx xxxx which is illegal.my business name is xxxx xxxx;0
someone stole my credit card and made fraudulent atm withdrawls. because my pin was used and it was the same as my billing address chase denied the claim.;0
i have filed disputes in regards to the incorrect items on my credit report. it has been well over thirty days and i havent received any investigation results.;0
chase denied all requests for assistance to help me maintain ownership of my home, i lost my home due to foreclosure. my savings depleted and i am homeless.;0
i filed a dispute in regards to the incorrect items on my credit report. it has been well over 30 days and i havent received any investigation results.;0
i filed a dispute in regards to the incorrect items on my credit report and its been well over 30 days and i havent received any investigation results.;0
i filed a dispute in regards to the incorrect items on my credit report and its been well over 30 days and i havent received any investigation results.;0
i opened an auto loan with you guys on xx/xx/2018 and it is not currently reporting to my xxxx  credit bureau. the partial account number is xxxx;0
chase has debited {$600.00} worth of {$34.00} overdraft fees from my account in the past 3 months. im demanding they return this {$600.00} in fees back to me;0
ive filed a dispute in regards to the incorrect items on my credit report it has been well over 30 days and i havent received any investigation results.;0
customer paid through xxxx and they are holding the money. it has been 9 days and we can not get in touch with them by phone or email.;0
jp morgan chase bank rejected refinance of current predatory jp morgan chase bank loan citing mortgage payments were made in cash and thus in violation of chase policy.;0
i filed a dispute in regards to the incorrect items on my credit report and its been well over 30 days and i havent received any investigation results.;0
i filed a dispute in regards to the incorrect items on my credit report and its been well over 30 days and i havent received any investigation results.;0
my old mortgage with chase is still showing delinquent as it shouldnt, that account has been closed and dealt with. i would like it removed from my report.;0
i was an authorized user for a chase credit card. i am not the owner. chase put that this card is mine and i am responsible for it.;0
we fell behind in mortgage payments have been trying to get a modification since xxxx but chase will not give us a decision. now are faced with foreclosure.;0
paid off loan in xxxx -- have not received the title. talked to jp morgan / chase 6 times. long story short lots of promises still no title.;0
i filed a dispute in regards to the incorrect items on my credit report and its been well over 30 days and i havent received any investigation results.;0
i filed a dispute in regards to the incorrect items on my credit report and its been well over 30 days and i havent received any investigation results.;0
i filed a dispute in regards to the incorrect items on my credit report and its been well over 30 days and i havent received any investigation results.;0
after i xxxx xxxx xxxx talk to mr xxxx about chase bank did not cash my ssdi/c8 disability account, check, from an accoun : clean slale checking account,;0
i wanted the currency to be kept in usd but instead it was changed to xxxx dollars. i was told that the currency would be kept the same.;0
xxxx xxxx xxxx is reporting a charge off/foreclosure on my credit but it was never a charge off or foreclosure. i sold the house. they are reporting inaccurate.;0
chase shows up on my credit report as that i 'm not paying a debt. i do not owe any money nor do i have a chase account.;0
someone else 's {$330000.00} investment account is attached to my account @ chase bank. they remove it, but it pops back up onto my account the next month.;0
i have been contacted on numerous occasions by the company who is trying to collect a debt that is 15 years ol and beyond the statute of limitations.;0
on xx/xx/xxxx i sent a subpoena to jp morgan chase to get all records on a house i purchased on xx/xx/xxxx. i did not hear back from them.;0
when l checked my xxxx credit report, l noticed that there is a hard inquiry made by chase card on xx/xx/2018 which l have no idea about it.;0
i applied for the removal of pmi and was rejected. my ltv is below 78 % and feel it should be removed, as long as payments are current.;0
received letter from xxxx xxxx xxxx xxxx stating i owed {$9900.00} to first u.s.a bank. never heard of this company and do not know what this is for.;0
jp morgan chase credit card record should have been deleted effective the end of xxxx, 2016 according to nys law, statue of limitations, requires removal of record completely.;0
chase auto finance did not post my payments, has been charging me late fees for years and now repossessed my car. do not do business with these crooks!;0
i sent xxxx xxxx a debt validation letter on xxxx xx/xx/2018 and they still have not responded or taken this account that off of my credit report.;0
i need chase to do a credit review on all my accounts in data base on xxxx credit reporting hisstories and verification of prpoer credit financial profile.;0
chase let someone use my card still refuse to return my money after many attempts they have violated my consumer rights and i want my money back;0
upon reviewing i notice a new chase total checking account and credit card open under my information without my acknowledgement or consented. please authenticate the account holder.;0
my flight was cancelled due to the epidemic and the airline refunded me ( {$170.00} ), but chase closed my credit card and refused to refund me;0
i am trying to close on a home, and i checked my personal credit report on xx/xx/2019 and i noticed many unauthorized hard inquiries had been made.;0
jpmcb card continues to place hard inquiries on credit file for dates xx/xx/xxxx, xxxx xxxx, xx/xx/xxxx and xx/xx/xxxx. requested authorization of signature and company fail to comply;0
chase said i qualified for points worth {$1100.00} without stipulations and post close has decided that i did not qualify and has refused to honor their offer.;0
why do i have two loan modification what happen to the xxxx i payed and why do i have 30 yrs more too pay my note off;0
"called company to have removed from report/ xx/xx/2017, xx/xx/2017 xx/xx/2017, xx/xx/2017. 
also have two or three addresses on my report that i never lived at as well.";0
the following financial companies pulled my information and conducted hard inquiries on my account without my consent : chase bank : xx/xx/2018 xxxx xxxx : xx/xx/2018 xx/xx/2018;0
chase bank foreclosed on the previous owner not me, and added my name to the foreclusre complaint a day before the judgement and did not summons me;0
xx/xx/xxxx16- chase credit card unsolicited inquiry to my credit i want to delete this inquiry from my credit report. i didnt ask for credit in the company;0
xx/xx/2017. i deposited a check i forgot to sign it. they froze my account and wouldn't give me my money back. the check was for over xxxx;0
"chase bank closed my checking account in xxxx or xx/xx/2019. 
chase mailed a check to my former po box . 
i never received the check. 
i relocated.";0
i have not applied for no credit cards and there is some on my report. also on the medical issue oin 2016 was suppose to be insured;0
late fees and interest without receiving a bill. visa does not want to fix. attempts were made. requested a bill copy and received another person 's bill.;0
jpmcb card continues to show on my credit report has an inquiry. i dont know who or what this is but i have not pulled my credit.;0
my identity has been compromised by somebody that i do not know. please feel free to give me a call if you have any questions or concerns.;0
i had my identity stolen and someone had used my information and opened up xxxx card and not paid xxxx account number xxxx chase acct no xxxx;0
xxxx dollar ongoing charges for car washes that i did not authorize for a total of xxxx. i never enlisted in the xxxx xxxx car wash program.;0
i called chase executive office 6 times today- can not get through. never hot {$130.00} credit from xxxx xxxx xxxx  and {$340.00} charge is false triple.;0
please review your letter dated xxxx.xxxx.xxxx (attached here).kindly request to remove hard inquiry from my report to those credit bureaus which were reported by yours in xxxx.;0
today, xx/xx/2019, i received the enclosed email from chase online bank team. allegedly, my account needs restrictions removed. the scam is, i dont have any chase accounts!;0
i've been waiting for a direct deposit to be made available on my account for some days now, and was told on xx/xx/xxxx that the deposit was;0
this is a fraudulent account that i never applied for in my life. it was under my maiden name, there 's like a {$400.00} something balance owed.;0
chase gave temporary credit to a filed complaint and then reversed the transaction- for merchandise sent back to business but never credited. chase original claim number xxxx;0
i have tried to file a dispute with chase on a southwest visa credit card and have been on hold a combined 4.5 hours with no answer.;0
"i don't late remarks on this account but in payment status says i am 90 days late which is not true. 
jpmcb home -- 90 days late";0
on xx/xx/2020 chase bank closed all of my credit card accounts. they said that reason for the closing was due to increase in revolving credit card usage.;0
i bought a product for {$110.00} at xxxx xxxx on xx/xx/19 and returned defective 3 months ago as it always was defective. they confirmed item was received.;0
this company calls my house non-stop, only letting the phone ring one or two times. when i answer the phone get a tone like someone hung up.;0
when l checked my xxxx credit report, l noticed that a hard inquiry was reported by chase card on xx/xx/2018 which l have no idea about it.;0
reviewed my credit report last week and saw that chase card services was reporting a balance of {$3500.00}. please produce validation of this account per fcra regulations.;0
a xxxx credit card was opened without my permission i contacted them they said 60 days to resolve this to remove from my credit report. still nothing;0
i need chase to do a credit review on all my accounts in data base on xxxx credit reporting hisstories and verification of prpoer credit financial profile.;0
"i can not hear on headsets or when someone does not speak clearly or with a strong accent. 

lately it has takrn over an hour for help.";0
many overdraft charges and insufficient funds when deposits were pending and checks cleared when deposits were made the same day. this has happened to me several times.;0
someone open up a merchant account ( credit card processing ) at chase bank in my companies name. they stole my business identity and my personal identity;0
since hurricane maria, i had financial problems. i have tried to make payments, but it is abusive that they are calling sunday to try to make payments;0
i need chase to do a credit review on all my accounts in data base on xxxx credit reporting hisstories and verification of prpoer credit financial profile.;0
company pushed its guidelines when it was not possible for me to adhere to and made an exception for me. now company refuses to admit this scenario;0
"i have never open any credit cards by chase bank usa , na. i am showing xxxx accounts total. they are showing {$36000.00} ; {$8100.00} ; {$23000.00}";0
i never opened this credit card. it says it was opened in 2007, but i was a minor then and could not have opened this credit card.;0
chase charged {$5000.00} in unneeded overdrafts things like charges going through twice can you demand that chase open a new account with the xxxx in the account?;0
i reported a fraud transactions to chase credit card conmpany on xx/xx/xxxx to xxxx xxxx xxxx, but chase credit card company refused to get my credit back.;0
chase has put a hold on my check and has not given specifics - regarding how long a hold remains on a check after the funds clear?;0
chase card shows minimum payment due payment of $ xxxx monthly paid. the card total balance due is automatically paid off every month. averaging {$1200.00} per month.;0
i created an account with   xxxx   xxxx   and need to be paid {$100.00} and it not letting me deposit the money;0
someone hacked into my chase bank account and made 2 fraudulent payments of {$410.00} each ( {$820.00} ) total via xxxx to parties unknown to me.;0
this last friday 400+ $ $ was taken out and approved but now i ca n't take out another payday loan and i bank with chase.;0
i continue to get hard inquiries from chase credit card company after continually contacting them and not getting the problem resolved. xx/xx/xxxx, xx/xx/xxxx, xx/xx/xxxx, xx/xx/xxxx, xx/xx/xxxx.;0
had spoken xxxx disputes department ( xxxx  ) regarding inquiries on the credit report company failed to remove inquires with results submitted from actual creditors.;0
i received my statement from chase, and the fund i received was not the correct amount especially in my saving. also my checking had been compromised.;0
chase bank did not want to remove fraudulent charges on my account xxxx as follows : charge on xx/xx/2019 for {$120.00} charge on xx/xx/2019 for {$190.00}.;0
deposited into my account a check on xx/xx/19. bank has placed a hold on funds without providing sufficient reason and one not covered by regulation cc.;0
chase credit card was opened by xxxx xxxx ex married family has me stuck in unknown debt i dont know what to do over this situation;0
the date of last active and date of last payment varies from bureau to bureau. also the late remarks are not consistent with the reporting bureaus.;0
chase bank promised that no further charges would be made by xxxx after xx/xx/2019. chase bank reneged on the agreement to not allow any further charges.;0
in an ongoing effect of being a loyal customer to jpmcb card services that closed my account without proper proof, inaccurate information and do to discrimination.;0
"i sent a wire transfer from my chase account to an international account. it's been two weeks and the funds still are not credited. 

thank you.";0
i had cashiers checks stolen ( {$2800.00} ) and chase is refusing to work with the perpetrators bank to reverse the charges and ignoring my calls.;0
chase bank arbitrarily closed three credit card accounts that were paid timely, often in advance, stating they were over credit limits and had received numerous inquiries.;0
chase card is reporting 1 ( 30 ) day late in xxxx, 2016. this is false and untrue. i pay all of my bills each month.;0
chase credit card is listed on my credit report. i did not charge anything on that card. it was fraudulently used by someone other than me.;0
account was overdrawn in the last few minutes before xxxx. two small charges were paid last leading to three overdraft charges of {$34.00} instead of one.;0
"chase credit cards are showing a deliquent account that i never applied for. 

the account is also registered to an address i have never lived at";0
jp morgan/chase bank is reporting three charged off credit accounts on my credit report and i have never applied for nor had an account with them.;0
xxxx xxxx xxxx, xxxx xxxx xxxx and xxxx xxxx xxxx, and chase bank and all collectors failed to delete all their accounts from xxxx! bk no.xxxx;0
you still have not sent me proof of deferment on loan and why did i pay interest twice once on statement and once on pay off;0
xxxx xxxx xxxx for {$130.00} there was a glood and {$340.00} was fraud is {$480.00}. ive calldd exevutive office and customer service who does not answer.;0
jpmcb - auto finance this item is outdated and keeps appearing on my credit score. i've disputed this item many times. i need this item removed.;0
i have been taken advantage of i am a victim of identity theft there are accounts that are on my credit report that i never authourized.;0
xx/xx/2019 xx/xx/2019xx/xx/2019 i have these hard inquiries when i called and said they were not taking it off i did t apply for these at all;0
chase credit card services is not properly processing my mailed payments. i have sent my payments off twice this year and have been assessed late fees.;0
i have been charged numerous overdraft fees because, according to chase bank, i did not uncheck the overdraft protection box. i now owe {$350.00} in fees.;0
this account looks to have been opened up in my name by my someone that i had given access to my home to babysit my daughter;0
chase card opened in my name ... pleae help! .. idont have dates or transactions.. i found out when i pulled my credit report ... thanks;0
jp morgan chase bank keeps on calling my husband 's and my house. we want written notification on this debt. we want these calls to cease.;0
"they call at least 5 times a day and at all hours of the day. 
today alone, xx/xx/26, i have already received 4 calls by xxxx";0
"i filled a dispute about charges not authorized by me. they sent me a letter stating after the investigation they determined the charges were valid. 
how?";0
chase permantely closed my checking and savings accounts, and won't let me access my credit card accounts online. they have not provided me with a reason.;0
chase continues to ignore my requests for information regarding the history of my mortgage and how their actions have resulted in huge financial losses for me.;0
jp morgan chase bank keeps on calling my husband 's and my house. we want written notification on this debt. we want these calls to cease.;0
i contacted this company via us certified mail to request them to validate thier debt. the company failed to respond and has not validated their claim.;0
private mortgage insurance cancellation and termination my loan is 80 % decreased from original value and property appraised more value but chase declined to remove pmi;0
keep calling to take me to court without telling me the name of theircompany.after i repeatedly request for their information and they hang up on me;0
chase is reporting a charged off authorized user account i was on to my credit. i am not financially responsible and this is illegal to do.;0
